Purchase_ID,Purchase_Date,Supplier_ID,Material_ID,Purchase_Quantity,Unit_Cost,Discount_Percent,GST_Percent,Delivery_Status
PUR0623,06/07/2025 00:00,S004,RM011,320,118.45,0,18,Delivered
PUR0687,07/07/2025 00:00,S023,RM020,333,345.51,5,18,Delayed
PUR0658,08/07/2025 00:00,S007,RM005,580,406.5,5,18,Delivered
PUR0154,09/07/2025 00:00,S023,RM013,173,478.62,7,18,Delivered
PUR0248,09/07/2025 00:00,S001,RM020,471,351.72,0,18,Delivered
PUR0421,10/07/2025 00:00,S010,RM019,444,190.07,7,18,Partial
PUR0081,10/07/2025 00:00,S013,RM006,150,88.64,0,18,Delivered
PUR0253,10/07/2025 00:00,S011,RM021,293,37.6,5,18,Delivered
PUR0517,10/07/2025 00:00,S006,RM018,214,642.16,5,18,Delivered
PUR0359,11/07/2025 00:00,S015,RM002,134,187.84,5,18,Delayed
PUR0522,11/07/2025 00:00,S012,RM016,172,177.21,2,18,Delivered
PUR0616,12/07/2025 00:00,S001,RM006,192,85.94,0,18,Delayed
PUR0690,12/07/2025 00:00,S008,RM018,223,602.43,7,18,Partial
PUR0001,12/07/2025 00:00,S003,RM021,370,35.05,5,18,Delivered
PUR0344,12/07/2025 00:00,S017,RM019,552,189.46,0,18,Delivered
PUR0181,13/07/2025 00:00,S019,RM019,306,198.57,0,18,Delayed
PUR0187,13/07/2025 00:00,S028,RM015,395,268.42,10,18,Delivered
PUR0127,13/07/2025 00:00,S026,RM023,377,67.86,5,12,Delivered
PUR0525,13/07/2025 00:00,S012,RM009,182,65.81,0,18,Delivered
PUR0141,14/07/2025 00:00,S003,RM011,88,127.83,0,18,Delayed
PUR0316,16/07/2025 00:00,S022,RM023,396,64.71,0,12,Delivered
PUR0560,16/07/2025 00:00,S005,RM014,204,1454.04,10,18,Delivered
PUR0412,16/07/2025 00:00,S004,RM021,342,36.79,2,18,Delivered
PUR0461,16/07/2025 00:00,S013,RM006,337,90.77,5,18,Delivered
PUR0114,17/07/2025 00:00,S010,RM020,178,349.17,0,18,Delivered
PUR0257,17/07/2025 00:00,S015,RM003,508,344,7,18,Delivered
PUR0259,19/07/2025 00:00,S023,RM013,287,487.72,10,18,Delivered
PUR0030,19/07/2025 00:00,S009,RM001,128,694.36,0,18,Delivered
PUR0120,20/07/2025 00:00,S024,RM022,84,54,2,18,Delivered
PUR0546,20/07/2025 00:00,S009,RM020,116,356.59,5,18,Delivered
PUR0498,21/07/2025 00:00,S015,RM021,171,32.91,3,18,Delivered
PUR0152,22/07/2025 00:00,S018,RM013,301,477.82,5,18,Delivered
PUR0010,22/07/2025 00:00,S023,RM010,346,819.13,5,18,Delivered
PUR0015,23/07/2025 00:00,S019,RM013,345,503.88,2,18,Delivered
PUR0091,23/07/2025 00:00,S006,RM012,1021,97.63,3,18,Delivered
PUR0293,25/07/2025 00:00,S009,RM015,146,274.05,0,18,Partial
PUR0528,25/07/2025 00:00,S016,RM018,420,590.48,0,18,Delivered
PUR0315,25/07/2025 00:00,S020,RM014,172,1463.61,0,18,Delayed
PUR0297,25/07/2025 00:00,S004,RM003,67,334.27,0,18,Delivered
PUR0400,25/07/2025 00:00,S004,RM003,167,333.1,3,18,Delivered
PUR0583,26/07/2025 00:00,S014,RM015,271,267.98,3,18,Delivered
PUR0678,26/07/2025 00:00,S011,RM015,471,273.59,2,18,Delivered
PUR0612,26/07/2025 00:00,S015,RM002,415,170.18,2,18,Delivered
PUR0012,26/07/2025 00:00,S024,RM022,268,57.59,3,18,Delivered
PUR0485,26/07/2025 00:00,S016,RM004,532,233.19,2,18,Delivered
PUR0427,27/07/2025 00:00,S011,RM011,313,118.71,0,18,Delivered
PUR0011,27/07/2025 00:00,S013,RM010,557,748.47,5,18,Delivered
PUR0597,27/07/2025 00:00,S010,RM006,120,91.32,5,18,Delivered
PUR0160,28/07/2025 00:00,S021,RM017,263,223.49,0,18,Delivered
PUR0482,29/07/2025 00:00,S022,RM025,423,33.95,7,12,Delivered
PUR0244,31/07/2025 00:00,S003,RM021,129,37.09,3,18,Delayed
PUR0681,31/07/2025 00:00,S017,RM019,519,183.05,0,18,Delivered
PUR0607,31/07/2025 00:00,S016,RM014,271,1534.92,7,18,Delivered
PUR0340,01/08/2025 00:00,S008,RM014,409,1564.69,3,18,Delivered
PUR0342,01/08/2025 00:00,S007,RM005,577,420.66,10,18,Delayed
PUR0072,03/08/2025 00:00,S004,RM003,260,331.54,2,18,Delivered
PUR0534,03/08/2025 00:00,S020,RM015,135,257.69,3,18,Delivered
PUR0445,03/08/2025 00:00,S027,RM023,454,67.15,5,12,Partial
PUR0653,04/08/2025 00:00,S021,RM017,215,199.57,5,18,Delivered
PUR0089,04/08/2025 00:00,S009,RM008,450,45.29,3,18,Delivered
PUR0064,04/08/2025 00:00,S021,RM017,291,200.19,3,18,Delivered
PUR0271,05/08/2025 00:00,S002,RM011,226,121.49,0,18,Partial
PUR0063,05/08/2025 00:00,S023,RM015,167,272.89,10,18,Delivered
PUR0083,05/08/2025 00:00,S013,RM015,175,250.7,0,18,Partial
PUR0642,06/08/2025 00:00,S002,RM011,209,130.89,7,18,Delivered
PUR0274,07/08/2025 00:00,S009,RM008,416,46.47,10,18,Delivered
PUR0604,07/08/2025 00:00,S001,RM010,395,741.01,7,18,Delivered
PUR0301,08/08/2025 00:00,S007,RM005,217,441.61,5,18,Delivered
PUR0305,08/08/2025 00:00,S015,RM002,125,191.06,3,18,Delivered
PUR0312,08/08/2025 00:00,S007,RM004,245,239.46,0,18,Delivered
PUR0471,08/08/2025 00:00,S011,RM001,693,687.09,0,18,Delivered
PUR0468,09/08/2025 00:00,S015,RM011,176,124.43,0,18,Delivered
PUR0418,10/08/2025 00:00,S008,RM005,157,451.96,3,18,Delivered
PUR0246,10/08/2025 00:00,S021,RM017,53,209.89,2,18,Delivered
PUR0514,11/08/2025 00:00,S022,RM024,348,18.02,0,12,Delivered
PUR0082,12/08/2025 00:00,S028,RM019,138,180.05,0,18,Delayed
PUR0530,12/08/2025 00:00,S019,RM019,337,204.35,7,18,Delivered
PUR0554,14/08/2025 00:00,S021,RM017,431,197.55,5,18,Delivered
PUR0329,14/08/2025 00:00,S008,RM014,139,1486.9,0,18,Delivered
PUR0470,15/08/2025 00:00,S016,RM004,652,249.01,0,18,Delayed
PUR0151,15/08/2025 00:00,S006,RM004,438,245.62,7,18,Delivered
PUR0644,18/08/2025 00:00,S028,RM015,240,246.17,2,18,Delivered
PUR0600,18/08/2025 00:00,S018,RM013,139,479.49,2,18,Delivered
PUR0106,18/08/2025 00:00,S004,RM021,150,34.57,2,18,Delayed
PUR0284,18/08/2025 00:00,S025,RM024,275,17.51,7,12,Delivered
PUR0324,19/08/2025 00:00,S022,RM023,241,69.13,3,12,Delivered
PUR0684,19/08/2025 00:00,S017,RM013,223,456.9,2,18,Delivered
PUR0109,20/08/2025 00:00,S020,RM015,510,280.14,2,18,Delivered
PUR0630,20/08/2025 00:00,S002,RM011,244,127.29,0,18,Partial
PUR0125,20/08/2025 00:00,S013,RM020,205,345.82,10,18,Delivered
PUR0252,20/08/2025 00:00,S025,RM025,310,32,0,12,Delivered
PUR0319,20/08/2025 00:00,S020,RM013,279,501.2,2,18,Delivered
PUR0222,22/08/2025 00:00,S005,RM005,308,410.72,0,18,Delivered
PUR0462,22/08/2025 00:00,S018,RM019,210,196.97,10,18,Delivered
PUR0182,22/08/2025 00:00,S013,RM007,116,103.44,0,18,Delivered
PUR0556,23/08/2025 00:00,S013,RM007,867,117.55,7,18,Delivered
PUR0458,23/08/2025 00:00,S015,RM021,175,35.17,0,18,Delivered
PUR0335,24/08/2025 00:00,S015,RM003,428,308.9,0,18,Delivered
PUR0557,25/08/2025 00:00,S024,RM022,118,57.73,2,18,Delivered
PUR0090,25/08/2025 00:00,S020,RM015,344,268.15,5,18,Delivered
PUR0215,25/08/2025 00:00,S016,RM014,68,1457.33,0,18,Delivered
PUR0226,26/08/2025 00:00,S025,RM023,187,62.98,0,12,Delivered
PUR0542,26/08/2025 00:00,S014,RM006,459,81.43,3,18,Delivered
PUR0646,27/08/2025 00:00,S010,RM019,259,193.07,0,18,Delivered
PUR0578,29/08/2025 00:00,S007,RM004,668,231.94,3,18,Partial
PUR0264,29/08/2025 00:00,S027,RM023,359,62.88,7,12,Delivered
PUR0178,30/08/2025 00:00,S001,RM007,474,112.77,2,18,Delivered
PUR0496,01/09/2025 00:00,S012,RM009,222,71.25,5,18,Delivered
PUR0397,02/09/2025 00:00,S022,RM024,309,18.35,5,12,Delivered
PUR0239,02/09/2025 00:00,S017,RM010,543,738.94,2,18,Delayed
PUR0008,02/09/2025 00:00,S007,RM012,330,95.11,5,18,Delivered
PUR0392,02/09/2025 00:00,S026,RM025,95,33.53,5,12,Delivered
PUR0029,03/09/2025 00:00,S004,RM011,286,122.42,5,18,Delivered
PUR0492,03/09/2025 00:00,S023,RM020,218,330.58,7,18,Delivered
PUR0364,04/09/2025 00:00,S003,RM011,152,123.45,2,18,Delivered
PUR0130,04/09/2025 00:00,S028,RM015,186,274.05,5,18,Delivered
PUR0193,04/09/2025 00:00,S008,RM005,307,448.33,3,18,Delivered
PUR0075,06/09/2025 00:00,S002,RM002,170,194.38,5,18,Delivered
PUR0539,06/09/2025 00:00,S023,RM015,309,256.64,0,18,Delivered
PUR0208,06/09/2025 00:00,S005,RM012,326,89.98,2,18,Delivered
PUR0567,06/09/2025 00:00,S017,RM013,446,494.64,7,18,Delivered
PUR0330,07/09/2025 00:00,S019,RM015,137,247.1,2,18,Delivered
PUR0339,07/09/2025 00:00,S014,RM019,83,205.17,0,18,Delivered
PUR0384,08/09/2025 00:00,S009,RM019,90,203.52,5,18,Delivered
PUR0053,09/09/2025 00:00,S026,RM024,471,17.18,0,12,Delayed
PUR0410,10/09/2025 00:00,S006,RM004,247,234.4,2,18,Delivered
PUR0571,10/09/2025 00:00,S018,RM019,192,203.71,7,18,Delivered
PUR0513,11/09/2025 00:00,S025,RM023,197,61.46,3,12,Delivered
PUR0039,11/09/2025 00:00,S015,RM021,151,35.75,5,18,Delivered
PUR0061,11/09/2025 00:00,S006,RM012,254,100.75,3,18,Delivered
PUR0503,12/09/2025 00:00,S025,RM024,265,18.62,5,12,Delayed
PUR0123,13/09/2025 00:00,S028,RM020,268,358.17,7,18,Delivered
PUR0416,15/09/2025 00:00,S005,RM018,320,639.08,0,18,Delivered
PUR0255,16/09/2025 00:00,S001,RM019,199,182.74,7,18,Delivered
PUR0579,17/09/2025 00:00,S019,RM013,140,517.36,0,18,Delayed
PUR0173,17/09/2025 00:00,S007,RM018,539,656.7,3,18,Delivered
PUR0568,17/09/2025 00:00,S008,RM005,489,433.4,5,18,Delivered
PUR0535,17/09/2025 00:00,S026,RM024,335,19.14,2,12,Delivered
PUR0209,18/09/2025 00:00,S024,RM022,501,58.02,0,18,Delivered
PUR0699,18/09/2025 00:00,S012,RM016,98,179.63,0,18,Delivered
PUR0016,19/09/2025 00:00,S009,RM006,198,80.17,5,18,Delivered
PUR0268,19/09/2025 00:00,S005,RM014,406,1451.26,5,18,Delivered
PUR0676,19/09/2025 00:00,S003,RM002,293,177.55,2,18,Delivered
PUR0194,20/09/2025 00:00,S022,RM025,250,32.81,5,12,Delivered
PUR0272,20/09/2025 00:00,S001,RM010,177,831.13,0,18,Delivered
PUR0519,20/09/2025 00:00,S022,RM023,440,66.45,0,12,Delivered
PUR0695,20/09/2025 00:00,S008,RM014,231,1478.25,3,18,Delivered
PUR0572,21/09/2025 00:00,S002,RM003,953,334.89,0,18,Delivered
PUR0450,23/09/2025 00:00,S001,RM015,516,274.52,3,18,Delivered
PUR0652,23/09/2025 00:00,S025,RM024,279,17.73,5,12,Delivered
PUR0671,23/09/2025 00:00,S009,RM007,964,104.22,0,18,Delivered
PUR0190,25/09/2025 00:00,S014,RM008,295,43.09,5,18,Delivered
PUR0111,25/09/2025 00:00,S004,RM011,154,125.2,5,18,Partial
PUR0057,26/09/2025 00:00,S013,RM010,633,778.72,2,18,Delivered
PUR0073,27/09/2025 00:00,S013,RM007,158,110.46,0,18,Delayed
PUR0371,27/09/2025 00:00,S006,RM012,273,89.59,0,18,Delivered
PUR0188,27/09/2025 00:00,S021,RM017,297,209.25,5,18,Delivered
PUR0373,27/09/2025 00:00,S026,RM023,233,68.27,7,12,Partial
PUR0669,27/09/2025 00:00,S010,RM006,290,84.42,2,18,Delivered
PUR0116,28/09/2025 00:00,S011,RM002,112,186.22,5,18,Delayed
PUR0382,28/09/2025 00:00,S024,RM022,322,56.1,7,18,Delivered
PUR0241,29/09/2025 00:00,S001,RM008,81,47.67,2,18,Delivered
PUR0484,29/09/2025 00:00,S023,RM013,483,481.63,2,18,Delivered
PUR0290,30/09/2025 00:00,S013,RM008,331,45.81,0,18,Delivered
PUR0035,30/09/2025 00:00,S003,RM011,125,122.09,0,18,Delivered
PUR0654,30/09/2025 00:00,S021,RM017,127,224.31,2,18,Delivered
PUR0587,30/09/2025 00:00,S024,RM022,216,54.43,0,18,Delivered
PUR0281,01/10/2025 00:00,S022,RM024,128,18.97,5,12,Delivered
PUR0228,02/10/2025 00:00,S027,RM024,221,17.44,7,12,Delivered
PUR0549,02/10/2025 00:00,S003,RM021,228,34.34,5,18,Delivered
PUR0389,04/10/2025 00:00,S006,RM005,375,453.06,3,18,Delivered
PUR0677,04/10/2025 00:00,S025,RM023,251,70.13,7,12,Delivered
PUR0338,05/10/2025 00:00,S012,RM009,318,68.06,3,18,Delivered
PUR0332,05/10/2025 00:00,S016,RM004,625,241.48,3,18,Delayed
PUR0002,05/10/2025 00:00,S028,RM019,242,199.51,2,18,Delivered
PUR0665,06/10/2025 00:00,S019,RM019,223,187.91,0,18,Delayed
PUR0044,07/10/2025 00:00,S019,RM013,171,506.94,0,18,Delivered
PUR0391,07/10/2025 00:00,S013,RM006,395,89.5,7,18,Delivered
PUR0105,08/10/2025 00:00,S014,RM010,233,826.24,7,18,Delivered
PUR0336,08/10/2025 00:00,S013,RM008,205,46.92,3,18,Delivered
PUR0267,09/10/2025 00:00,S011,RM007,303,111.72,0,18,Delivered
PUR0411,09/10/2025 00:00,S015,RM021,341,34.76,10,18,Delivered
PUR0212,10/10/2025 00:00,S013,RM019,211,179.53,5,18,Delivered
PUR0166,10/10/2025 00:00,S025,RM023,217,63.4,5,12,Delayed
PUR0576,11/10/2025 00:00,S014,RM007,184,104.48,7,18,Delivered
PUR0119,12/10/2025 00:00,S020,RM020,138,361.91,7,18,Delivered
PUR0325,13/10/2025 00:00,S012,RM009,115,69.19,0,18,Delivered
PUR0306,13/10/2025 00:00,S004,RM002,93,192.85,2,18,Delayed
PUR0372,13/10/2025 00:00,S003,RM002,278,192.95,3,18,Delivered
PUR0273,13/10/2025 00:00,S019,RM019,230,189.99,7,18,Delivered
PUR0489,14/10/2025 00:00,S019,RM020,275,370.83,3,18,Delivered
PUR0084,14/10/2025 00:00,S013,RM010,293,802.7,0,18,Delayed
PUR0398,14/10/2025 00:00,S028,RM010,158,838.86,0,18,Delivered
PUR0309,15/10/2025 00:00,S024,RM022,493,58.73,5,18,Delivered
PUR0475,15/10/2025 00:00,S020,RM019,206,179.44,3,18,Delivered
PUR0357,16/10/2025 00:00,S025,RM025,311,34.43,10,12,Delivered
PUR0611,18/10/2025 00:00,S024,RM022,204,56.24,2,18,Delivered
PUR0645,18/10/2025 00:00,S020,RM014,154,1409.34,0,18,Delivered
PUR0232,18/10/2025 00:00,S010,RM010,70,787.11,2,18,Delivered
PUR0540,19/10/2025 00:00,S026,RM023,126,69.93,3,12,Delivered
PUR0144,19/10/2025 00:00,S009,RM010,487,798.8,2,18,Delivered
PUR0563,19/10/2025 00:00,S023,RM019,179,187.01,2,18,Delivered
PUR0393,19/10/2025 00:00,S022,RM025,138,32.78,0,12,Delivered
PUR0569,20/10/2025 00:00,S022,RM025,199,31.29,0,12,Delivered
PUR0078,20/10/2025 00:00,S017,RM020,68,340.69,0,18,Delivered
PUR0159,21/10/2025 00:00,S001,RM006,203,88.75,10,18,Delivered
PUR0682,21/10/2025 00:00,S027,RM025,363,32.06,0,12,Delayed
PUR0439,22/10/2025 00:00,S025,RM024,266,17.54,0,12,Delivered
PUR0516,24/10/2025 00:00,S024,RM022,642,57.37,2,18,Delivered
PUR0275,24/10/2025 00:00,S012,RM016,121,181.95,2,18,Delivered
PUR0310,25/10/2025 00:00,S008,RM012,303,91.81,10,18,Delivered
PUR0077,27/10/2025 00:00,S001,RM020,211,361.16,0,18,Delivered
PUR0093,27/10/2025 00:00,S015,RM021,343,35.32,0,18,Delayed
PUR0456,27/10/2025 00:00,S021,RM017,199,212.06,5,18,Partial
PUR0610,27/10/2025 00:00,S010,RM015,54,250.14,3,18,Delivered
PUR0598,27/10/2025 00:00,S020,RM015,207,262,0,18,Delivered
PUR0481,29/10/2025 00:00,S007,RM012,520,92.08,0,18,Delivered
PUR0048,29/10/2025 00:00,S005,RM004,214,236.03,7,18,Delivered
PUR0543,30/10/2025 00:00,S006,RM014,691,1507.13,7,18,Delivered
PUR0031,30/10/2025 00:00,S011,RM007,149,115.85,10,18,Delivered
PUR0431,31/10/2025 00:00,S005,RM012,519,89.99,7,18,Delivered
PUR0426,31/10/2025 00:00,S024,RM022,315,52.77,5,18,Delayed
PUR0621,01/11/2025 00:00,S002,RM011,338,126.66,7,18,Delivered
PUR0651,02/11/2025 00:00,S014,RM013,257,471.82,0,18,Delivered
PUR0509,02/11/2025 00:00,S011,RM011,129,118.81,10,18,Delayed
PUR0278,02/11/2025 00:00,S012,RM009,261,70.99,5,18,Delivered
PUR0599,03/11/2025 00:00,S018,RM019,292,179.49,0,18,Delivered
PUR0054,04/11/2025 00:00,S003,RM021,133,37.32,5,18,Delivered
PUR0415,04/11/2025 00:00,S022,RM024,278,19.11,3,12,Delivered
PUR0103,04/11/2025 00:00,S024,RM022,222,56.61,5,18,Delivered
PUR0505,04/11/2025 00:00,S019,RM013,289,517.8,5,18,Delayed
PUR0436,05/11/2025 00:00,S008,RM004,389,250.74,3,18,Delivered
PUR0448,05/11/2025 00:00,S006,RM014,152,1523.42,0,18,Delivered
PUR0266,07/11/2025 00:00,S004,RM003,834,304.86,2,18,Delayed
PUR0133,07/11/2025 00:00,S017,RM010,219,782.9,0,18,Delivered
PUR0394,07/11/2025 00:00,S028,RM015,404,245.95,0,18,Delivered
PUR0620,07/11/2025 00:00,S025,RM025,101,30.42,5,12,Delivered
PUR0679,07/11/2025 00:00,S015,RM011,510,125.05,5,18,Partial
PUR0358,07/11/2025 00:00,S003,RM002,46,184.67,2,18,Delivered
PUR0196,09/11/2025 00:00,S027,RM024,381,18.04,7,12,Delivered
PUR0362,10/11/2025 00:00,S007,RM018,129,615.63,0,18,Delivered
PUR0341,10/11/2025 00:00,S021,RM017,479,224.83,3,18,Delivered
PUR0378,10/11/2025 00:00,S015,RM011,334,125.34,7,18,Delivered
PUR0137,12/11/2025 00:00,S014,RM019,455,185.53,0,18,Delivered
PUR0451,12/11/2025 00:00,S013,RM019,210,197.84,2,18,Delivered
PUR0045,13/11/2025 00:00,S017,RM020,183,358.55,2,18,Delivered
PUR0317,13/11/2025 00:00,S008,RM012,270,99.22,0,18,Delivered
PUR0285,13/11/2025 00:00,S019,RM013,54,518.32,7,18,Delayed
PUR0408,14/11/2025 00:00,S021,RM017,229,223.16,0,18,Delivered
PUR0449,15/11/2025 00:00,S015,RM021,149,36.23,3,18,Delivered
PUR0538,16/11/2025 00:00,S027,RM024,324,17.31,0,12,Delayed
PUR0218,16/11/2025 00:00,S012,RM009,64,75.36,0,18,Delivered
PUR0564,16/11/2025 00:00,S026,RM024,79,19.23,10,12,Delivered
PUR0395,17/11/2025 00:00,S012,RM009,275,68.45,2,18,Delivered
PUR0478,17/11/2025 00:00,S026,RM024,617,19.34,7,12,Delivered
PUR0377,18/11/2025 00:00,S016,RM012,247,101.67,10,18,Delivered
PUR0559,19/11/2025 00:00,S007,RM004,187,238.16,2,18,Delivered
PUR0675,19/11/2025 00:00,S021,RM017,393,204.58,5,18,Delivered
PUR0034,20/11/2025 00:00,S004,RM011,276,123.03,5,18,Delivered
PUR0051,21/11/2025 00:00,S028,RM015,165,276.25,0,18,Delivered
PUR0659,21/11/2025 00:00,S018,RM013,221,491.69,2,18,Delivered
PUR0407,21/11/2025 00:00,S004,RM011,278,123.43,0,18,Delayed
PUR0668,21/11/2025 00:00,S026,RM024,117,18.63,2,12,Delivered
PUR0349,22/11/2025 00:00,S023,RM019,218,178.89,7,18,Delivered
PUR0126,22/11/2025 00:00,S015,RM011,234,122.48,0,18,Delivered
PUR0346,22/11/2025 00:00,S028,RM015,352,245.17,0,18,Delivered
PUR0402,23/11/2025 00:00,S027,RM023,294,62.79,3,12,Delivered
PUR0406,24/11/2025 00:00,S006,RM012,319,92.67,0,18,Delivered
PUR0149,24/11/2025 00:00,S004,RM011,219,132.91,5,18,Delivered
PUR0502,27/11/2025 00:00,S001,RM015,139,274.88,7,18,Delivered
PUR0019,28/11/2025 00:00,S027,RM024,199,18.68,10,12,Delivered
PUR0189,28/11/2025 00:00,S021,RM017,237,209.73,0,18,Delivered
PUR0282,29/11/2025 00:00,S010,RM008,218,43.41,2,18,Delivered
PUR0328,29/11/2025 00:00,S020,RM019,179,186.45,0,18,Delivered
PUR0477,30/11/2025 00:00,S003,RM003,388,322.94,7,18,Delivered
PUR0667,30/11/2025 00:00,S015,RM002,239,179.71,0,18,Delivered
PUR0661,30/11/2025 00:00,S005,RM018,297,640.82,7,18,Delivered
PUR0156,30/11/2025 00:00,S025,RM025,76,31.03,5,12,Delayed
PUR0217,02/12/2025 00:00,S002,RM003,284,345.17,5,18,Delivered
PUR0592,02/12/2025 00:00,S016,RM014,127,1423.88,3,18,Delivered
PUR0155,02/12/2025 00:00,S005,RM014,131,1393.32,0,18,Delivered
PUR0440,02/12/2025 00:00,S015,RM021,141,36.24,2,18,Delivered
PUR0314,02/12/2025 00:00,S007,RM014,164,1496.67,0,18,Delivered
PUR0258,03/12/2025 00:00,S024,RM022,306,59.21,10,18,Delivered
PUR0092,03/12/2025 00:00,S025,RM023,223,65.68,5,12,Delivered
PUR0180,03/12/2025 00:00,S024,RM022,165,54.33,0,18,Delivered
PUR0649,04/12/2025 00:00,S014,RM010,216,801.2,5,18,Delivered
PUR0455,04/12/2025 00:00,S002,RM021,335,37.23,3,18,Delivered
PUR0115,04/12/2025 00:00,S023,RM013,313,506.48,2,18,Delivered
PUR0442,05/12/2025 00:00,S022,RM023,230,62.9,0,12,Delayed
PUR0249,06/12/2025 00:00,S004,RM003,278,328.52,2,18,Delivered
PUR0356,06/12/2025 00:00,S006,RM014,344,1366.63,10,18,Delivered
PUR0066,06/12/2025 00:00,S017,RM010,103,746.27,0,18,Delivered
PUR0584,07/12/2025 00:00,S005,RM012,307,99.43,7,18,Delivered
PUR0635,07/12/2025 00:00,S026,RM023,165,66.24,5,12,Delivered
PUR0235,07/12/2025 00:00,S026,RM025,104,31.83,2,12,Delivered
PUR0043,07/12/2025 00:00,S017,RM010,109,821.04,5,18,Delivered
PUR0131,08/12/2025 00:00,S005,RM012,190,90.66,10,18,Delivered
PUR0069,08/12/2025 00:00,S005,RM004,228,240.31,5,18,Delivered
PUR0263,08/12/2025 00:00,S015,RM011,469,134.6,0,18,Delivered
PUR0631,09/12/2025 00:00,S022,RM023,277,69.31,5,12,Delivered
PUR0565,09/12/2025 00:00,S026,RM023,223,61.86,0,12,Delivered
PUR0648,09/12/2025 00:00,S019,RM015,207,256.92,0,18,Delivered
PUR0399,10/12/2025 00:00,S016,RM004,489,253.09,0,18,Delayed
PUR0474,11/12/2025 00:00,S012,RM016,306,193.16,5,18,Delivered
PUR0386,11/12/2025 00:00,S013,RM013,328,452.15,0,18,Delivered
PUR0608,11/12/2025 00:00,S007,RM004,295,234.84,0,18,Delivered
PUR0591,12/12/2025 00:00,S013,RM020,355,342.96,0,18,Delayed
PUR0129,13/12/2025 00:00,S002,RM011,223,131.36,2,18,Delivered
PUR0291,13/12/2025 00:00,S002,RM011,115,124.55,5,18,Delivered
PUR0231,13/12/2025 00:00,S010,RM010,334,796.19,0,18,Partial
PUR0157,13/12/2025 00:00,S019,RM014,477,1467.95,5,18,Delivered
PUR0466,13/12/2025 00:00,S019,RM019,482,186.19,0,18,Delivered
PUR0423,14/12/2025 00:00,S008,RM004,89,251.27,7,18,Delivered
PUR0366,14/12/2025 00:00,S013,RM019,177,195.91,7,18,Delivered
PUR0515,15/12/2025 00:00,S002,RM021,182,37.71,2,18,Delivered
PUR0041,15/12/2025 00:00,S019,RM014,167,1421.15,0,18,Delivered
PUR0617,15/12/2025 00:00,S013,RM007,1338,107.82,7,18,Delivered
PUR0163,15/12/2025 00:00,S010,RM001,111,633.17,5,18,Delayed
PUR0350,17/12/2025 00:00,S020,RM013,180,464.83,5,18,Delivered
PUR0068,17/12/2025 00:00,S023,RM019,152,185.8,0,18,Delivered
PUR0577,18/12/2025 00:00,S028,RM010,417,748.77,3,18,Delivered
PUR0055,19/12/2025 00:00,S018,RM019,231,199.32,3,18,Delivered
PUR0641,21/12/2025 00:00,S028,RM013,260,512.95,3,18,Delivered
PUR0638,21/12/2025 00:00,S007,RM014,261,1516.93,7,18,Delivered
PUR0087,21/12/2025 00:00,S027,RM023,154,63.87,3,12,Delivered
PUR0320,21/12/2025 00:00,S002,RM011,224,121.03,5,18,Delivered
PUR0270,22/12/2025 00:00,S027,RM024,123,19.43,2,12,Delivered
PUR0313,24/12/2025 00:00,S011,RM011,313,132.96,5,18,Delivered
PUR0521,24/12/2025 00:00,S008,RM018,448,640.16,5,18,Delivered
PUR0547,24/12/2025 00:00,S024,RM022,437,52.46,3,18,Delivered
PUR0585,25/12/2025 00:00,S015,RM021,252,34.94,0,18,Delivered
PUR0311,26/12/2025 00:00,S026,RM023,231,64.3,2,12,Partial
PUR0185,26/12/2025 00:00,S003,RM003,105,343.36,0,18,Delivered
PUR0167,26/12/2025 00:00,S026,RM023,128,70.04,0,12,Delivered
PUR0452,26/12/2025 00:00,S022,RM023,780,62.86,10,12,Delivered
PUR0179,27/12/2025 00:00,S006,RM018,33,653.83,2,18,Delivered
PUR0024,28/12/2025 00:00,S019,RM013,127,458.15,0,18,Delayed
PUR0251,28/12/2025 00:00,S006,RM012,680,100.06,0,18,Delivered
PUR0033,29/12/2025 00:00,S013,RM020,583,372.69,7,18,Delayed
PUR0479,29/12/2025 00:00,S005,RM012,90,96.75,0,18,Delivered
PUR0013,29/12/2025 00:00,S023,RM013,190,453.27,0,18,Delivered
PUR0459,30/12/2025 00:00,S020,RM014,225,1532.84,0,18,Delivered
PUR0046,30/12/2025 00:00,S004,RM011,109,132.68,0,18,Delivered
PUR0622,31/12/2025 00:00,S012,RM016,240,175.54,0,18,Delivered
